County,Registered Voters,Election Day,Absentee,Provisional,Ballots Cast,Voter Turnout
PITTSBURGH WARD 18 DIST 9,687,197,181,2,380,55.31 %
PITTSBURGH WARD 18 DIST 10,65,22,22,1,45,69.23 %
PITTSBURGH WARD 18 DIST 11,566,171,161,14,346,61.13 %
PITTSBURGH WARD 19 DIST 1,543,184,254,8,446,82.14 %
PITTSBURGH WARD 19 DIST 2,712,227,265,9,501,70.37 %
PITTSBURGH WARD 19 DIST 3,563,189,231,9,429,76.20 %
PITTSBURGH WARD 19 DIST 4,411,141,173,3,317,77.13 %
PITTSBURGH WARD 19 DIST 5,465,182,169,7,358,76.99 %
PITTSBURGH WARD 19 DIST 6,553,203,226,6,435,78.66 %
PITTSBURGH WARD 19 DIST 7,225,73,77,4,154,68.44 %
PITTSBURGH WARD 19 DIST 8,576,218,181,16,415,72.05 %
PITTSBURGH WARD 19 DIST 9,570,183,201,7,391,68.60 %
PITTSBURGH WARD 19 DIST 10,696,199,244,18,461,66.24 %
PITTSBURGH WARD 19 DIST 11,523,135,176,6,317,60.61 %
PITTSBURGH WARD 19 DIST 12,429,167,204,5,376,87.65 %
PITTSBURGH WARD 19 DIST 13,491,165,147,7,319,64.97 %
PITTSBURGH WARD 19 DIST 14,565,171,212,3,386,68.32 %
PITTSBURGH WARD 19 DIST 15,639,230,227,10,467,73.08 %
PITTSBURGH WARD 19 DIST 16,604,209,238,12,459,75.99 %
PITTSBURGH WARD 19 DIST 17,553,213,214,11,438,79.20 %
PITTSBURGH WARD 19 DIST 18,456,152,146,15,313,68.64 %
PITTSBURGH WARD 19 DIST 19,532,179,203,12,394,74.06 %
PITTSBURGH WARD 19 DIST 20,514,196,210,11,417,81.13 %
PITTSBURGH WARD 19 DIST 21,673,223,255,2,480,71.32 %
PITTSBURGH WARD 19 DIST 22,558,215,222,1,438,78.49 %
PITTSBURGH WARD 19 DIST 23,592,239,200,7,446,75.34 %
PITTSBURGH WARD 19 DIST 24,475,153,202,2,357,75.16 %
PITTSBURGH WARD 19 DIST 25,540,191,244,3,438,81.11 %
PITTSBURGH WARD 19 DIST 26,481,172,181,7,360,74.84 %
PITTSBURGH WARD 19 DIST 27,474,158,178,13,349,73.63 %
PITTSBURGH WARD 19 DIST 28,627,194,352,10,556,88.68 %
PITTSBURGH WARD 19 DIST 29,499,206,196,3,405,81.16 %
PITTSBURGH WARD 19 DIST 30,532,197,240,8,445,83.65 %
PITTSBURGH WARD 19 DIST 31,491,200,194,12,406,82.69 %
PITTSBURGH WARD 19 DIST 32,535,207,215,12,434,81.12 %
PITTSBURGH WARD 19 DIST 33,465,193,176,15,384,82.58 %
PITTSBURGH WARD 19 DIST 34,540,179,241,12,432,80.00 %
PITTSBURGH WARD 19 DIST 35,545,223,189,6,418,76.70 %
PITTSBURGH WARD 19 DIST 36,682,228,297,24,549,80.50 %
PITTSBURGH WARD 19 DIST 37,449,187,173,7,367,81.74 %
PITTSBURGH WARD 19 DIST 38,575,189,230,7,426,74.09 %
PITTSBURGH WARD 20 DIST 1,614,240,241,8,489,79.64 %
PITTSBURGH WARD 20 DIST 2,234,93,80,6,179,76.50 %
PITTSBURGH WARD 20 DIST 3,700,269,285,12,566,80.86 %
PITTSBURGH WARD 20 DIST 4,70,20,23,2,45,64.29 %
PITTSBURGH WARD 20 DIST 5,571,211,200,13,424,74.26 %
PITTSBURGH WARD 20 DIST 6,540,174,152,16,342,63.33 %
PITTSBURGH WARD 20 DIST 7,694,205,182,22,409,58.93 %
PITTSBURGH WARD 20 DIST 8,711,262,216,22,500,70.32 %
PITTSBURGH WARD 20 DIST 9,205,71,59,1,131,63.90 %
PITTSBURGH WARD 20 DIST 10,643,225,152,10,387,60.19 %
PITTSBURGH WARD 20 DIST 11,705,239,136,10,385,54.61 %
PITTSBURGH WARD 20 DIST 12,927,311,312,2,625,67.42 %
PITTSBURGH WARD 20 DIST 13,437,137,169,9,315,72.08 %
PITTSBURGH WARD 20 DIST 14,875,344,251,17,612,69.94 %
PITTSBURGH WARD 20 DIST 15,934,277,353,16,646,69.16 %
PITTSBURGH WARD 20 DIST 16,640,226,289,9,524,81.88 %
PITTSBURGH WARD 20 DIST 17,436,154,200,10,364,83.49 %
PITTSBURGH WARD 20 DIST 18,489,219,185,4,408,83.44 %
PITTSBURGH WARD 21 DIST 1,463,134,133,8,275,59.40 %
PITTSBURGH WARD 21 DIST 2,455,161,154,12,327,71.87 %
PITTSBURGH WARD 21 DIST 3,654,175,273,9,457,69.88 %
PITTSBURGH WARD 21 DIST 4,584,171,245,8,424,72.60 %
PITTSBURGH WARD 22 DIST 1,732,195,335,8,538,73.50 %
PITTSBURGH WARD 22 DIST 2,673,143,355,12,510,75.78 %
PITTSBURGH WARD 22 DIST 3,696,180,310,8,498,71.55 %
PITTSBURGH WARD 22 DIST 4,892,205,304,3,512,57.40 %
PITTSBURGH WARD 23 DIST 1,1257,280,532,26,838,66.67 %
PITTSBURGH WARD 23 DIST 2,794,182,355,13,550,69.27 %
PITTSBURGH WARD 23 DIST 3,419,102,140,6,248,59.19 %
PITTSBURGH WARD 24 DIST 1,432,120,183,6,309,71.53 %
PITTSBURGH WARD 24 DIST 2,430,147,176,3,326,75.81 %
PITTSBURGH WARD 24 DIST 3,349,106,107,5,218,62.46 %
PITTSBURGH WARD 24 DIST 4,594,185,251,12,448,75.42 %
PITTSBURGH WARD 24 DIST 5,515,152,176,8,336,65.24 %
PITTSBURGH WARD 24 DIST 6,538,181,215,8,404,75.09 %
PITTSBURGH WARD 25 DIST 1,459,127,207,0,334,72.77 %
PITTSBURGH WARD 25 DIST 2,422,118,151,8,277,65.64 %
PITTSBURGH WARD 25 DIST 3,559,145,223,1,369,66.01 %
PITTSBURGH WARD 25 DIST 4,308,80,81,9,170,55.19 %
PITTSBURGH WARD 25 DIST 5,369,125,115,2,242,65.58 %
PITTSBURGH WARD 25 DIST 6,365,86,80,10,176,48.22 %
PITTSBURGH WARD 25 DIST 7,401,119,163,13,295,73.57 %
PITTSBURGH WARD 26 DIST 1,541,168,190,1,359,66.36 %
PITTSBURGH WARD 26 DIST 2,442,110,165,2,277,62.67 %
PITTSBURGH WARD 26 DIST 3,438,148,147,12,307,70.09 %
PITTSBURGH WARD 26 DIST 4,400,131,123,4,258,64.50 %
PITTSBURGH WARD 26 DIST 5,479,153,67,16,236,49.27 %
PITTSBURGH WARD 26 DIST 6,368,110,49,12,171,46.47 %
PITTSBURGH WARD 26 DIST 7,296,65,115,6,186,62.84 %
PITTSBURGH WARD 26 DIST 8,601,144,113,11,268,44.59 %
PITTSBURGH WARD 26 DIST 9,355,127,135,3,265,74.65 %
PITTSBURGH WARD 26 DIST 10,673,217,250,6,473,70.28 %
PITTSBURGH WARD 26 DIST 11,688,223,274,15,512,74.42 %
PITTSBURGH WARD 26 DIST 12,479,128,178,7,313,65.34 %
PITTSBURGH WARD 26 DIST 13,596,202,222,10,434,72.82 %
PITTSBURGH WARD 26 DIST 14,591,274,221,3,498,84.26 %
PITTSBURGH WARD 26 DIST 15,501,192,197,9,398,79.44 %
PITTSBURGH WARD 26 DIST 16,725,214,298,15,527,72.69 %
PITTSBURGH WARD 26 DIST 17,187,66,58,5,129,68.98 %
PITTSBURGH WARD 27 DIST 1,811,221,424,17,662,81.63 %
PITTSBURGH WARD 27 DIST 2,668,233,311,13,557,83.38 %
PITTSBURGH WARD 27 DIST 3,567,192,252,11,455,80.25 %
PITTSBURGH WARD 27 DIST 4,795,283,284,7,574,72.20 %
PITTSBURGH WARD 27 DIST 5,751,237,334,12,583,77.63 %
PITTSBURGH WARD 27 DIST 6,789,220,264,22,506,64.13 %
PITTSBURGH WARD 27 DIST 7,623,221,244,11,476,76.40 %
PITTSBURGH WARD 27 DIST 8,599,222,220,2,444,74.12 %
PITTSBURGH WARD 27 DIST 9,605,210,162,8,380,62.81 %
PITTSBURGH WARD 27 DIST 10,619,190,201,7,398,64.30 %
PITTSBURGH WARD 27 DIST 11,631,202,181,12,395,62.60 %
PITTSBURGH WARD 27 DIST 12,575,174,148,16,338,58.78 %
PITTSBURGH WARD 27 DIST 13,559,176,201,15,392,70.13 %
PITTSBURGH WARD 28 DIST 1,680,254,240,7,501,73.68 %
PITTSBURGH WARD 28 DIST 2,565,178,189,13,380,67.26 %
PITTSBURGH WARD 28 DIST 3,894,379,337,12,728,81.43 %
PITTSBURGH WARD 28 DIST 4,659,263,260,6,529,80.27 %
PITTSBURGH WARD 28 DIST 5,691,284,233,8,525,75.98 %
PITTSBURGH WARD 28 DIST 6,570,217,222,15,454,79.65 %
PITTSBURGH WARD 28 DIST 7,648,192,165,18,375,57.87 %
PITTSBURGH WARD 28 DIST 8,868,363,319,15,697,80.30 %
PITTSBURGH WARD 28 DIST 9,632,233,236,2,471,74.53 %
PITTSBURGH WARD 28 DIST 10,546,194,142,9,345,63.19 %
PITTSBURGH WARD 28 DIST 11,130,43,39,2,84,64.62 %
PITTSBURGH WARD 29 DIST 1,611,245,174,10,429,70.21 %
PITTSBURGH WARD 29 DIST 2,543,224,166,11,401,73.85 %
PITTSBURGH WARD 29 DIST 3,496,179,171,5,355,71.57 %
PITTSBURGH WARD 29 DIST 4,530,208,163,12,383,72.26 %
PITTSBURGH WARD 29 DIST 5,564,202,178,3,383,67.91 %
PITTSBURGH WARD 29 DIST 6,647,262,205,20,487,75.27 %
PITTSBURGH WARD 29 DIST 7,660,253,250,10,513,77.73 %
PITTSBURGH WARD 29 DIST 8,547,192,153,16,361,66.00 %
PITTSBURGH WARD 29 DIST 9,466,151,129,8,288,61.80 %
PITTSBURGH WARD 29 DIST 10,564,215,190,24,429,76.06 %
PITTSBURGH WARD 29 DIST 11,647,278,184,13,475,73.42 %
PITTSBURGH WARD 29 DIST 12,577,234,147,9,390,67.59 %
PITTSBURGH WARD 30 DIST 1,420,120,100,19,239,56.90 %
PITTSBURGH WARD 30 DIST 2,391,145,105,1,251,64.19 %
PITTSBURGH WARD 30 DIST 3,344,89,60,11,160,46.51 %
PITTSBURGH WARD 30 DIST 4,591,191,160,13,364,61.59 %
PITTSBURGH WARD 30 DIST 5,671,231,173,17,421,62.74 %
PITTSBURGH WARD 31 DIST 1,226,94,55,3,152,67.26 %
PITTSBURGH WARD 31 DIST 2,449,237,152,2,391,87.08 %
PITTSBURGH WARD 31 DIST 3,561,282,163,9,454,80.93 %
PITTSBURGH WARD 31 DIST 4,566,277,150,16,443,78.27 %
PITTSBURGH WARD 31 DIST 5,709,313,267,13,593,83.64 %
PITTSBURGH WARD 31 DIST 6,551,275,152,17,444,80.58 %
PITTSBURGH WARD 31 DIST 7,138,60,50,3,113,81.88 %
PITTSBURGH WARD 32 DIST 1,514,218,162,10,390,75.88 %
PITTSBURGH WARD 32 DIST 2,667,245,224,21,490,73.46 %
PITTSBURGH WARD 32 DIST 3,543,215,198,12,425,78.27 %
PITTSBURGH WARD 32 DIST 4,352,133,118,6,257,73.01 %
PITTSBURGH WARD 32 DIST 5,584,227,241,13,481,82.36 %
PITTSBURGH WARD 32 DIST 6,620,276,200,4,480,77.42 %
PITTSBURGH WARD 32 DIST 7,578,235,213,8,456,78.89 %
PITTSBURGH WARD 32 DIST 8,660,275,276,11,562,85.15 %
PLEASANT HL DIST 1,748,322,275,6,603,80.61 %
PLEASANT HL DIST 2,561,273,208,3,484,86.27 %
PLEASANT HL DIST 3,583,287,207,11,505,86.62 %
PLEASANT HL DIST 4,555,280,179,10,469,84.50 %
PLEASANT HL DIST 5,715,245,302,11,558,78.04 %
PLEASANT HL DIST 6,964,446,373,20,839,87.03 %
PLEASANT HL DIST 7,532,261,173,11,445,83.65 %
PLEASANT HL DIST 8,526,268,180,6,454,86.31 %
PLEASANT HL DIST 9,659,350,228,8,586,88.92 %
PLEASANT HL DIST 10,523,256,173,14,443,84.70 %
PLUM DIST 1,1828,709,784,36,1529,83.64 %
PLUM DIST 2,607,334,162,13,509,83.86 %
PLUM DIST 3,986,288,502,15,805,81.64 %
PLUM DIST 4,863,409,303,22,734,85.05 %
PLUM DIST 5,891,375,343,19,737,82.72 %
PLUM DIST 6,1264,575,496,20,1091,86.31 %
PLUM DIST 7,1261,539,509,23,1071,84.93 %
PLUM DIST 8,613,297,204,8,509,83.03 %
PLUM DIST 9,1143,466,507,24,997,87.23 %
PLUM DIST 10,611,295,202,8,505,82.65 %
PLUM DIST 11,840,380,328,7,715,85.12 %
PLUM DIST 12,1119,496,493,11,1000,89.37 %
PLUM DIST 13,582,281,215,11,507,87.11 %
PLUM DIST 14,746,335,255,3,593,79.49 %
PLUM DIST 15,853,340,271,18,629,73.74 %
PLUM DIST 16,631,290,218,10,518,82.09 %
PLUM DIST 17,720,339,223,11,573,79.58 %
PLUM DIST 18,856,397,325,9,731,85.40 %
PLUM DIST 19,2072,978,760,39,1777,85.76 %
PLUM DIST 20,979,466,338,12,816,83.35 %
PLUM DIST 21,425,233,136,4,373,87.76 %
PORT VUE DIST 1,607,292,142,11,445,73.31 %
PORT VUE DIST 2,535,283,128,6,417,77.94 %
PORT VUE DIST 3,529,270,161,7,438,82.80 %
PORT VUE DIST 4,706,374,171,14,559,79.18 %
RANKIN WARD 1,358,133,94,11,238,66.48 %
RANKIN WARD 2,401,130,93,12,235,58.60 %
RANKIN WARD 3,603,170,107,6,283,46.93 %
RESERVE WARD 1,539,275,153,7,435,80.71 %
RESERVE WARD 2,572,301,173,14,488,85.31 %
RESERVE WARD 3,542,290,175,7,472,87.08 %
RESERVE WARD 4,856,380,316,18,714,83.41 %
RICHLAND DIST 1,1142,558,414,14,986,86.34 %
RICHLAND DIST 2,1195,560,421,18,999,83.60 %
RICHLAND DIST 3,1236,619,430,21,1070,86.57 %
RICHLAND DIST 4,1159,590,405,15,1010,87.14 %
RICHLAND DIST 5,1038,504,365,16,885,85.26 %
RICHLAND DIST 6,1130,591,395,19,1005,88.94 %
RICHLAND DIST 7,1141,636,340,19,995,87.20 %
RICHLAND DIST 8,854,336,338,12,686,80.33 %
ROBINSON DIST 1,1661,624,741,23,1388,83.56 %
ROBINSON DIST 2,1165,531,452,15,998,85.67 %
ROBINSON DIST 3,706,331,248,15,594,84.14 %
ROBINSON DIST 4,827,387,295,16,698,84.40 %
ROBINSON DIST 5,616,259,250,9,518,84.09 %
ROBINSON DIST 6,874,364,297,15,676,77.35 %
ROBINSON DIST 7,1391,639,545,18,1202,86.41 %
ROBINSON DIST 8,1721,650,640,23,1313,76.29 %
ROBINSON DIST 9,2513,893,1047,35,1975,78.59 %
ROSS WARD 1 DIST 1,778,340,301,24,665,85.48 %
ROSS WARD 1 DIST 2,627,242,283,7,532,84.85 %
ROSS WARD 1 DIST 3,524,223,201,9,433,82.63 %
ROSS WARD 1 DIST 4,860,406,306,12,724,84.19 %
ROSS WARD 2 DIST 1,1227,479,510,12,1001,81.58 %
ROSS WARD 2 DIST 2,942,427,387,12,826,87.69 %
ROSS WARD 2 DIST 3,731,331,291,11,633,86.59 %
ROSS WARD 3 DIST 1,686,275,301,9,585,85.28 %
ROSS WARD 3 DIST 2,712,281,335,11,627,88.06 %
ROSS WARD 3 DIST 3,567,276,181,8,465,82.01 %
ROSS WARD 3 DIST 4,692,318,262,14,594,85.84 %
ROSS WARD 4 DIST 1,894,366,346,40,752,84.12 %
ROSS WARD 4 DIST 2,1043,455,455,21,931,89.26 %
ROSS WARD 4 DIST 3,727,316,311,13,640,88.03 %
ROSS WARD 4 DIST 4,781,339,317,10,666,85.28 %
ROSS WARD 5 DIST 1,614,277,236,17,530,86.32 %
ROSS WARD 5 DIST 2,422,177,170,4,351,83.18 %
ROSS WARD 5 DIST 3,787,271,356,11,638,81.07 %
ROSS WARD 5 DIST 4,748,299,339,19,657,87.83 %
ROSS WARD 6 DIST 1,508,216,195,6,417,82.09 %
ROSS WARD 6 DIST 2,978,345,442,12,799,81.70 %
ROSS WARD 6 DIST 3,689,309,235,11,555,80.55 %
ROSS WARD 6 DIST 4,600,272,202,11,485,80.83 %
ROSS WARD 7 DIST 1,614,274,253,6,533,86.81 %
ROSS WARD 7 DIST 2,591,252,176,6,434,73.43 %
ROSS WARD 7 DIST 3,723,332,266,21,619,85.62 %
ROSS WARD 7 DIST 4,598,258,217,11,486,81.27 %
ROSS WARD 8 DIST 1,1647,538,733,30,1301,78.99 %
ROSS WARD 8 DIST 2,516,176,205,13,394,76.36 %
ROSS WARD 8 DIST 3,564,258,228,6,492,87.23 %
ROSS WARD 9 DIST 1,832,378,346,5,729,87.62 %
ROSS WARD 9 DIST 2,969,399,414,14,827,85.35 %
ROSS WARD 9 DIST 3,785,345,310,5,660,84.08 %
ROSSLYN FARMS,407,252,98,7,357,87.71 %
SCOTT WARD 1 DIST 1,602,272,163,16,451,74.92 %
SCOTT WARD 1 DIST 2,670,312,167,12,491,73.28 %
SCOTT WARD 2 DIST 1,474,167,202,8,377,79.54 %
SCOTT WARD 2 DIST 2,669,333,234,9,576,86.10 %
SCOTT WARD 3 DIST 1,534,255,193,9,457,85.58 %
SCOTT WARD 3 DIST 2,742,276,326,14,616,83.02 %
SCOTT WARD 4 DIST 1,780,316,343,6,665,85.26 %
SCOTT WARD 4 DIST 2,652,266,293,5,564,86.50 %
SCOTT WARD 5 DIST 1,616,299,197,11,507,82.31 %
SCOTT WARD 5 DIST 2,740,316,303,16,635,85.81 %
SCOTT WARD 6 DIST 1,686,277,257,12,546,79.59 %
SCOTT WARD 6 DIST 2,820,351,319,16,686,83.66 %
SCOTT WARD 7 DIST 1,892,269,459,11,739,82.85 %
SCOTT WARD 7 DIST 2,638,286,268,3,557,87.30 %
SCOTT WARD 8 DIST 1,531,260,208,8,476,89.64 %
SCOTT WARD 8 DIST 2,1076,291,585,7,883,82.06 %
SCOTT WARD 9 DIST 1,297,102,101,2,205,69.02 %
SCOTT WARD 9 DIST 2,333,126,129,3,258,77.48 %
SEWICKLEY WARD 1,999,399,379,23,801,80.18 %
SEWICKLEY WARD 2 DIST 1,531,205,201,10,416,78.34 %
SEWICKLEY WARD 2 DIST 2,591,224,226,10,460,77.83 %
SEWICKLEY WARD 3,1047,419,394,24,837,79.94 %
SEWICKLEY HTS,792,390,228,15,633,79.92 %
SEWICKLEY HILLS,555,325,140,11,476,85.77 %
SHALER WARD 1 DIST 1,534,258,198,17,473,88.58 %
SHALER WARD 1 DIST 2,530,247,171,11,429,80.94 %
SHALER WARD 1 DIST 3,595,278,195,12,485,81.51 %
SHALER WARD 1 DIST 4,620,287,255,7,549,88.55 %
SHALER WARD 1 DIST 5,665,275,255,12,542,81.50 %
SHALER WARD 2 DIST 1,1065,512,386,14,912,85.63 %
SHALER WARD 2 DIST 2,774,386,280,15,681,87.98 %
SHALER WARD 2 DIST 3,610,302,190,10,502,82.30 %
SHALER WARD 2 DIST 4,791,416,274,10,700,88.50 %
SHALER WARD 2 DIST 5,364,174,132,0,306,84.07 %
SHALER WARD 3 DIST 1,602,266,249,6,521,86.54 %
SHALER WARD 3 DIST 2,617,276,230,9,515,83.47 %
SHALER WARD 3 DIST 3,601,277,225,12,514,85.52 %
SHALER WARD 3 DIST 4,718,330,303,7,640,89.14 %
SHALER WARD 3 DIST 5,687,311,278,12,601,87.48 %
SHALER WARD 4 DIST 1,845,435,290,10,735,86.98 %
SHALER WARD 4 DIST 2,449,205,161,12,378,84.19 %
SHALER WARD 4 DIST 3,680,330,248,12,590,86.76 %
SHALER WARD 4 DIST 4,662,295,276,1,572,86.40 %
SHALER WARD 4 DIST 5,533,237,199,6,442,82.93 %
SHALER WARD 5 DIST 1,745,397,234,10,641,86.04 %
SHALER WARD 5 DIST 2,693,334,254,5,593,85.57 %
SHALER WARD 5 DIST 3,553,268,222,6,496,89.69 %
SHALER WARD 5 DIST 4,358,156,155,5,316,88.27 %
SHALER WARD 5 DIST 5,787,363,294,11,668,84.88 %
SHALER WARD 6 DIST 1,645,297,247,8,552,85.58 %
SHALER WARD 6 DIST 2,715,329,263,14,606,84.76 %
SHALER WARD 6 DIST 3,559,281,210,2,493,88.19 %
SHALER WARD 6 DIST 4,340,171,135,6,312,91.76 %
SHALER WARD 6 DIST 5,545,224,252,1,477,87.52 %
SHALER WARD 7 DIST 1,608,278,225,15,518,85.20 %
SHALER WARD 7 DIST 2,796,374,291,1,666,83.67 %
SHALER WARD 7 DIST 3,664,302,229,10,541,81.48 %
SHALER WARD 7 DIST 4,1036,480,381,12,873,84.27 %
SHARPSBURG DIST 1,621,243,173,11,427,68.76 %
SHARPSBURG DIST 2,854,330,232,22,584,68.38 %
SHARPSBURG DIST 3,845,428,203,13,644,76.21 %
S FAYETTE DIST 1,589,279,229,8,516,87.61 %
S FAYETTE DIST 2,1143,584,371,14,969,84.78 %
S FAYETTE DIST 3,1792,941,577,18,1536,85.71 %
S FAYETTE DIST 4,874,381,322,18,721,82.49 %
S FAYETTE DIST 5,910,466,293,14,773,84.95 %
S FAYETTE DIST 6,1243,532,446,25,1003,80.69 %
S FAYETTE DIST 7,679,321,237,9,567,83.51 %
S FAYETTE DIST 8,1577,741,631,19,1391,88.21 %
S FAYETTE DIST 9,691,257,207,14,478,69.18 %
S FAYETTE DIST 10,792,364,277,22,663,83.71 %
S FAYETTE DIST 11,1066,547,312,19,878,82.36 %
S FAYETTE DIST 12,680,282,281,4,567,83.38 %
SOUTH PARK DIST 1,775,365,294,13,672,86.71 %
SOUTH PARK DIST 2,800,398,246,12,656,82.00 %
SOUTH PARK DIST 3,674,332,218,14,564,83.68 %
SOUTH PARK DIST 4,582,267,185,13,465,79.90 %
SOUTH PARK DIST 5,766,410,235,15,660,86.16 %
SOUTH PARK DIST 6,928,397,330,4,731,78.77 %
SOUTH PARK DIST 7,1115,460,463,20,943,84.57 %
SOUTH PARK DIST 8,528,251,197,11,459,86.93 %
SOUTH PARK DIST 9,839,368,304,12,684,81.53 %
SOUTH PARK DIST 10,887,460,283,18,761,85.79 %
SOUTH PARK DIST 11,585,281,173,10,464,79.32 %
SOUTH PARK DIST 12,603,292,209,15,516,85.57 %
SOUTH PARK DIST 13,1074,563,362,16,941,87.62 %
S VERSAILLES,215,149,38,4,191,88.84 %
SPRINGDAL BR DIST 1,699,331,192,14,537,76.82 %
SPRINGDAL BR DIST 2,619,342,175,9,526,84.98 %
SPRINGDAL BR DIST 3,570,282,146,11,439,77.02 %
SPRINGDAL BR DIST 4,485,235,129,8,372,76.70 %
SPRINGDALE TWP,1192,617,357,16,990,83.05 %
STOWE WARD 1,422,162,121,4,287,68.01 %
STOWE WARD 2 DIST 1,180,62,37,2,101,56.11 %
STOWE WARD 2 DIST 2,668,264,187,15,466,69.76 %
STOWE WARD 3,364,129,97,6,232,63.74 %
STOWE WARD 4 DIST 1,340,142,113,6,261,76.76 %
STOWE WARD 4 DIST 2,382,174,146,3,323,84.55 %
STOWE WARD 5,456,168,114,1,283,62.06 %
STOWE WARD 6,437,165,88,3,256,58.58 %
STOWE WARD 7,298,109,58,4,171,57.38 %
STOWE WARD 8,410,135,56,13,204,49.76 %
STOWE WARD 9,303,91,74,12,177,58.42 %
SWISSVALE DIST 1,872,277,257,25,559,64.11 %
SWISSVALE DIST 2,758,237,266,12,515,67.94 %
SWISSVALE DIST 3,662,174,250,18,442,66.77 %
SWISSVALE DIST 4,626,197,234,10,441,70.45 %
SWISSVALE DIST 5,762,221,347,12,580,76.12 %
SWISSVALE DIST 6,399,132,101,10,243,60.90 %
SWISSVALE DIST 7,694,201,328,25,554,79.83 %
SWISSVALE DIST 8,719,198,306,4,508,70.65 %
SWISSVALE DIST 9,680,206,298,5,509,74.85 %
SWISSVALE DIST 10,250,83,72,3,158,63.20 %
SWISSVALE DIST 11,696,158,416,3,577,82.90 %
TARENTUM WARD 1 DIST 1,657,361,118,1,480,73.06 %
TARENTUM WARD 1 DIST 2,476,253,115,10,378,79.41 %
TARENTUM WARD 2,562,215,137,7,359,63.88 %
TARENTUM WARD 3 DIST 1,278,143,59,1,203,73.02 %
TARENTUM WARD 3 DIST 2,592,306,99,12,417,70.44 %
THORNBURG,421,244,113,6,363,86.22 %
PENNSBURY VILL,592,301,174,11,486,82.09 %
TRAFFORD,59,38,9,1,48,81.36 %
TURTLE CREEK WARD 1 DIST 1,841,378,243,23,644,76.58 %
TURTLE CREEK WARD 1 DIST 2,432,195,100,4,299,69.21 %
TURTLE CREEK WARD 2 DIST 1,709,280,162,16,458,64.60 %
TURTLE CREEK WARD 2 DIST 2,325,138,69,13,220,67.69 %
TURTLE CREEK WARD 3 DIST 1,583,211,132,11,354,60.72 %
TURTLE CREEK WARD 3 DIST 2,479,198,142,7,347,72.44 %
UP ST CLAIR WARD 1 DIST 1,735,334,277,8,619,84.22 %
UP ST CLAIR WARD 1 DIST 2,829,358,339,10,707,85.28 %
UP ST CLAIR WARD 1 DIST 3,1127,526,469,18,1013,89.88 %
UP ST CLAIR WARD 1 DIST 4,850,355,350,7,712,83.76 %
UP ST CLAIR WARD 2 DIST 1,990,445,380,14,839,84.75 %
UP ST CLAIR WARD 2 DIST 2,723,345,247,10,602,83.26 %
UP ST CLAIR WARD 2 DIST 3,1034,433,430,12,875,84.62 %
UP ST CLAIR WARD 2 DIST 4,545,223,236,4,463,84.95 %
UP ST CLAIR WARD 3 DIST 1,1051,448,410,14,872,82.97 %
UP ST CLAIR WARD 3 DIST 2,862,430,305,11,746,86.54 %
UP ST CLAIR WARD 3 DIST 3,1182,506,462,16,984,83.25 %
UP ST CLAIR WARD 4 DIST 1,1017,485,358,11,854,83.97 %
UP ST CLAIR WARD 4 DIST 2,792,391,269,5,665,83.96 %
UP ST CLAIR WARD 4 DIST 3,622,283,217,6,506,81.35 %
UP ST CLAIR WARD 4 DIST 4,1093,352,513,15,880,80.51 %
UP ST CLAIR WARD 5 DIST 1,1332,652,462,26,1140,85.59 %
UP ST CLAIR WARD 5 DIST 2,840,420,288,14,722,85.95 %
UP ST CLAIR WARD 5 DIST 3,884,401,348,14,763,86.31 %
VERONA DIST 1,513,222,128,7,357,69.59 %
VERONA DIST 2,597,317,151,5,473,79.23 %
VERONA DIST 3,608,297,161,16,474,77.96 %
VERSAILLES DIST 1,558,272,132,11,415,74.37 %
VERSAILLES DIST 2,453,182,121,3,306,67.55 %
WALL,330,140,70,2,212,64.24 %
WEST DEER DIST 1,1452,773,478,21,1272,87.60 %
WEST DEER DIST 2,628,365,159,7,531,84.55 %
WEST DEER DIST 3,877,469,229,10,708,80.73 %
WEST DEER DIST 4,809,384,308,10,702,86.77 %
WEST DEER DIST 5,876,529,201,11,741,84.59 %
WEST DEER DIST 6,772,454,215,5,674,87.31 %
WEST DEER DIST 7,1844,742,856,16,1614,87.53 %
WEST DEER DIST 8,1546,614,700,23,1337,86.48 %
W ELIZABETH,267,168,24,3,195,73.03 %
W HOMESTEAD DIST 1,454,175,87,10,272,59.91 %
W HOMESTEAD DIST 2,459,247,136,0,383,83.44 %
W HOMESTEAD DIST 3,527,273,172,0,445,84.44 %
WEST MIFFLIN DIST 1,697,315,220,21,556,79.77 %
WEST MIFFLIN DIST 2,482,191,157,4,352,73.03 %
WEST MIFFLIN DIST 3,495,207,176,8,391,78.99 %
WEST MIFFLIN DIST 4,435,102,41,4,147,33.79 %
WEST MIFFLIN DIST 5,829,410,290,21,721,86.97 %
WEST MIFFLIN DIST 6,329,147,109,1,257,78.12 %
WEST MIFFLIN DIST 7,746,359,232,18,609,81.64 %
WEST MIFFLIN DIST 8,569,229,169,20,418,73.46 %
WEST MIFFLIN DIST 9,808,338,276,12,626,77.48 %
WEST MIFFLIN DIST 10,521,245,174,12,431,82.73 %
WEST MIFFLIN DIST 11,795,354,237,10,601,75.60 %
WEST MIFFLIN DIST 12,997,425,292,18,735,73.72 %
WEST MIFFLIN DIST 13,584,240,201,7,448,76.71 %
